Fiscal Year,Employer,Initial Approvals,Initial Denials,Continuing Approvals,Continuing Denials,NAICS,Tax ID,State,City,ZIP
2019,I3LOGIX INC,0,0,1,0,99,1091,CO,DENVER,80238
2019,VSOFT CORPORATION INC,0,0,4,0,54,1686,MD,COLUMBIA,21045
2019,VSOFT CORPORATION INC,0,0,1,0,54,1686,MD,SYKESVILLE,21784
2019,ROUSSELOT INC,1,0,0,0,32,4170,IA,DUBUQUE,52001
2019,INTERPRET LLC,0,0,1,0,54,4232,CA,CULVER CITY,90230
2019,INTERPRET LLC,2,1,1,0,54,4232,CA,LOS ANGELES,90045
2019,M SQUARED CONSTRUCTION INC,1,1,0,0,54,5132,CA,SAN FRANCISCO,94122
2019,SPORTS STRATEGY INC D/B/A TSE CONS,0,0,1,0,54,7284,IN,INDIANAPOLIS,46225
2019,WESTERN UNION LLC,17,0,31,1,52,1550,CO,DENVER,80237
2019,WESTERN UNION LLC,3,0,8,3,52,1550,CO,ENGLEWOOD,80112
2019,JVIS USA LLC,1,0,0,0,32,7720,MI,SHELBY TOWNSHIP,48315
2019,PAINE SCHWARTZ PARTNERS LLC,0,0,1,0,52,8109,NY,NEW YORK,10017
2019,TRIANGLE DIRECT MEDIA LLC,0,1,0,0,54,9095,NC,CARY,27513
2019,CSI INTERFUSION INC FKA CHINASOFT,0,0,7,0,54,1736,WA,BELLEVUE,98005
2019,AMPLIFLEX INC,1,0,0,0,99,3742,NJ,CLOSTER,07624
2019,J&A CONSTRUCTION CONSULTANTS,1,0,0,0,23,5074,NJ,SECAUCUS,07094
2019,MARKETING EVOLUTION INC,2,0,0,0,54,0791,NY,NEW YORK,10168
2019,THE TAFT COMPANIES LLC,1,0,0,0,54,7753,MD,TOWSON,21286
2019,TIME SQUARE CONSTRUCTION INC,1,0,0,0,23,0241,NY,NEW YORK,10017
2019,HDK CONSTRUCTION LLC,2,0,0,0,54,0241,NY,NEW YORK,10017
2019,GLOBAL BRIDGE INFOTECH INC,6,10,16,0,54,0543,TX,IRVING,75038
2019,SOVEREIGN TECHNOLOGIES LLC,2,3,12,3,54,1806,MO,SAINT LOUIS,63131
2019,HOLTEC INTERNATIONAL,0,0,2,0,22,8433,NJ,CAMDEN,08104
2019,HAYRE MCELROY & ASSOCIATES LLC,2,0,1,0,54,0854,WA,REDMOND,98052
2019,LENOX REALTY GROUP INC,0,0,1,0,53,1373,RI,PROVIDENCE,02909
2019,NOVUM STRUCTURES LLC,2,0,0,0,23,1445,WI,MENOMONEE FALLS,53051
2019,ENEA GARDEN DESIGN INC,0,0,1,0,54,2577,FL,MIAMI,33138
2019,GENO LLC D/B/A VERO BIOTECH LLC,1,0,0,0,54,4159,FL,COCOA,32926
2019,GRAND BK CORP,5,0,0,0,42,5387,NJ,CARLSTADT,07072
2019,JAS WORLDWIDE MANAGEMENT INC,1,0,0,0,48,9103,GA,ATLANTA,30328
2019,INPATIENT SVCS OF INDIANA P C A/K/,0,0,1,0,62,9140,FL,PLANTATION,33322
2019,DELTA SYSTEM & SOFTWARE INC,0,1,0,0,54,1133,TX,MCKINNEY,75070
2019,DELTA SYSTEM & SOFTWARE INC,2,3,14,33,54,1339,TX,MCKINNEY,75070
2019,JAITRA INC,1,0,3,0,54,2526,NJ,PLAINSBORO,08536
2019,GEONAMIC SYSTEMS INC,2,0,1,0,54,9247,GA,DULUTH,30096
2019,FIRST SOLAR INC,3,3,17,0,33,3678,AZ,TEMPE,85281
2019,INFOJINI INC,1,0,15,2,54,4920,MD,COLUMBIA,21046
2019,FINE HOSPITALITY GROUP LLC,1,0,0,0,72,7429,CA,BREA,92821
2019,PANAYA INC,0,0,0,1,51,9742,NJ,HACKENSACK,07601
2019,ZMC USA L L C,0,0,1,0,32,1434,TX,SPRING,77380
2019,CHERRY HILL HOTEL MANAGEMENT LLC,0,0,1,0,72,2491,NJ,CHERRY HILL,08002
2019,BRITE SYSTEMS INC,3,0,8,2,54,3468,IN,INDIANAPOLIS,46204
2019,SOMOSTV LLC,0,0,0,1,51,7407,FL,MIAMI,33134
2019,COURT SQUARE CAPITAL MANAGEMENT LP,0,1,0,0,52,5865,NY,NEW YORK,10055
2019,MARIN SOFTWARE INC,2,0,4,0,51,7180,CA,SAN FRANCISCO,94105
2019,NEXTGEN TECHNOLOGIES INC,2,5,11,5,54,1739,CA,SAN JOSE,95112
2019,NUTRITION INK,0,0,1,0,81,1795,CA,BANNING,92220
2019,SIGMAWAYS INC,6,2,2,1,54,4317,CA,FREMONT,94538
2019,SKOLIX LLC,0,1,0,0,54,5793,TX,PLANO,75024
2019,OCTO CONSULTING GROUP INC,0,2,15,1,54,8157,VA,RESTON,20191
2019,TRANSLATION LLC,0,0,1,0,54,5000,NY,BROOKLYN,11201
2019,TRANSLATION LLC,0,1,0,0,54,5000,NY,NEW YORK,10036
2019,AE & LY MEDICAL ASSOCIATES PLLC,0,1,0,0,62,7826,NY,FLUSHING,11354
2019,SOURCEPRO INC,0,0,1,0,54,0992,MI,ANN ARBOR,48108
2019,NEVADA COPPER INC,1,0,0,0,54,1157,NV,YERINGTON,89447
2019,SPECIALTY TAPES MANUFACTURING LLC,1,0,0,0,32,1829,WI,FRANKSVILLE,53126
2019,FAERBER NEW YORK INC,0,0,1,0,44,3523,NY,NEW YORK,10017
2019,AMD SUPPLY LLC,0,0,1,0,33,6708,FL,HIALEAH GARDENS,33018
2019,AMD SUPPLY LLC,0,0,1,0,33,6708,FL,MIRAMAR,33027
2019,SAA ARCHITECTURE LLC,0,0,1,0,54,8489,MD,LAUREL,20707
2019,VANTAGESCORE SOLUTIONS LLC,1,0,0,0,52,0323,CT,STAMFORD,06901
2019,LUMINATE LLC,0,0,1,0,54,2147,CO,DENVER,80202
2019,PROMEDIOR INC,0,0,1,0,54,2518,MA,LEXINGTON,02421
2019,Y AND Q HOME PLUS LLC,0,0,1,0,42,3880,PA,PITTSBURGH,15222
2019,PROCESSWEAVER INC,2,1,1,0,54,7489,CA,SANTA CLARA,95054
2019,PROCESS WEAVER INC,1,0,9,1,54,7489,TX,RICHARDSON,75080
2019,MOK ACCOUNTANCY CORPORATION,3,0,1,0,54,7934,CA,SAN MATEO,94401
2019,COYOTE LOGISTICS LLC,7,1,6,0,54,8357,IL,CHICAGO,60647
2019,ASHCAN STUDIO OF ART INC,2,0,1,0,61,3909,NY,NEW YORK,10016
2019,SHIVSIDDHI INC DBA MONTESSORI ONE,1,0,0,0,61,4224,NM,ALBUQUERQUE,87122
2019,ENOAH ISOLUTIONS INC,0,0,1,0,54,5560,CA,WESTLAKE VILLAGE,91362
2019,FORTY HOURS INC.,0,0,1,0,56,7122,CA,SAN JOSE,95121
2019,FIRST SOFT SOLUTIONS LLC,5,0,2,2,54,7141,NJ,MONMOUTH JUNCTION,08852
2019,FIRST SOFT SOLUTIONS LLC,0,1,0,0,54,7141,NJ,SOMERSET,08873
2019,VEROTECH SOLUTIONS LLC,4,0,1,1,54,9442,FL,FORT LAUDERDALE,33321
2019,VEROTECH SOLUTIONS LLC,6,5,5,1,54,9442,FL,TAMARAC,33321
2019,EMORY SPECIALTY ASSOCIATES LLC,0,0,1,0,62,0877,GA,ATLANTA,30308
2019,INFOSENSEGLOBAL INC,0,0,0,1,54,1185,PA,QUARRYVILLE,17566
2019,RENAISSANCE MEDICAL FOUNDATION,2,0,2,1,62,1276,TX,EDINBURG,78539
2019,NATIONAL STAFFING SOLUTIONS INC,0,0,4,0,56,2827,FL,WINTER HAVEN,33881
2019,CENTURY REHAB OF TEXAS LLC,0,0,5,0,62,4615,LA,BATON ROUGE,70809
2019,DAYBREAK ADULT CARE CENTERS,1,0,0,0,62,4743,CA,OAKLAND,94612
2019,CIVATECH ONCOLOGY INC,0,0,1,0,33,5260,NC,MORRISVILLE,27560
2019,NOVUM STRUCTURES LLC,0,0,1,0,23,3292,WI,MENOMONEE FALLS,53051
2019,SPOONFUL MGMT LLC D/B/A IVORY ON S,0,0,1,0,72,3790,CA,LOS ANGELES,90036
2019,DCKAP INC,0,0,1,0,54,5143,CA,LONG BEACH,90807
2019,USA WHEEL & TIRE OUTLET INC,0,0,1,0,44,1880,TX,MESQUITE,75149
2019,VEL INFOTECH LLC,0,0,1,0,54,4028,DE,MIDDLETOWN,19709
2019,IMOBILE LLC,1,0,1,0,54,4659,NY,PLAINVIEW,11803
2019,F A CONSULTANCY LLC,0,0,1,0,54,5889,MI,WESTLAND,48185
2019,YES HARDSOFT SOLUTIONS INC,1,4,3,3,54,6037,DE,WILMINGTON,19810
2019,NIBA DESIGNS INC,0,0,0,1,54,6056,FL,HOLLYWOOD,33020
2019,VERISHIP INC,1,0,0,0,54,6751,MO,KANSAS CITY,64114
2019,CLARKSBURG PEDIATRICS LLC,0,0,1,0,62,8010,MD,CLARKSBURG,20871
2019,CBT NUGGETS LLC,1,0,0,0,61,8860,OR,EUGENE,97401
2019,LEAFGROUP LTD,0,0,5,0,54,1239,CA,SANTA MONICA,90404
2019,GCOMMERCE SOLUTIONS LLC,1,0,0,0,54,1551,UT,PARK CITY,84098
2019,W3GLOBAL INC,6,3,7,3,54,1721,TX,COPPELL,75019
2019,HUNTER LIBERTY CORP,1,0,0,0,42,2703,GA,ACWORTH,30101
2019,RESONANT LEGAL MEDIA LLC DBA RLM,0,0,1,0,54,4326,VA,FALLS CHURCH,22046
2019,AVALANCHE TECHNOLOGY INC,1,0,0,0,54,5256,CA,FREMONT,94538
2019,LAS CRUCES PHYSICIAN PRACTICES LLC,0,0,1,0,62,6578,DC,WASHINGTON,20036
2019,LAS CRUCES PHYSICIAN PRACTICES LLC,0,0,1,0,62,6578,NM,LAS CRUCES,88011
2019,HEALTHCARE TRUST OF AMERICA INC,1,0,0,0,99,8467,AZ,SCOTTSDALE,85254
2019,EOS PRODUCTS,0,0,1,0,42,8513,NY,NEW YORK,10036
2019,ALLEGIANT TRAVEL COMPANY DBA ALLEG,1,0,6,1,48,5737,NV,LAS VEGAS,89144
2019,IFB AMERICAS INC,0,1,0,0,54,6772,NC,CHARLOTTE,28280
2019,SOFTWEB SOLUTIONS INC,1,4,10,3,54,8319,IL,ELGIN,60124
2019,SOFTWEB SOLUTIONS INC,1,2,1,1,54,8319,TX,PLANO,75024
2019,INVESTOR GROUP SERVICES LLC,1,0,0,0,52,4463,MA,BOSTON,02116
2019,SPURLOCK LANDSCAPE ARCHITECTS,0,0,1,0,54,5083,CA,SAN DIEGO,92110
2019,SYSTEMS SOFTWARE SOLUTIONS INC DBA,0,0,2,0,54,6588,IL,BLOOMINGDALE,60108
2019,VEDAINFO INC,0,0,0,1,54,8802,CA,TORRANCE,90503
2019,VEDAINFO INC,0,0,3,1,54,8802,CA,TORRANCE,90505
2019,EPISOURCE LLC,1,0,0,0,54,1361,CA,GARDENA,90248
2019,R&M SEA LEVEL MARINE LLC,0,1,0,0,33,3369,FL,DAVIE,33325
2019,LAW OFFICE OF XIAN FENG ZOU,1,0,0,0,54,4695,NY,FLUSHING,11354
2019,ZERLOTTI GENETICS LTD,1,0,0,0,54,6922,TX,PLEASANTON,78064
2019,CONSTANT AVIATION LLC,2,0,0,0,48,7830,OH,CLEVELAND,44135
2019,VAN HORN HOSPITALITY LLC,0,0,2,0,72,9793,TX,VAN HORN,79855
2019,AMKO SOFTWARE SOLUTIONS INC,1,1,5,2,54,0761,NC,CHARLOTTE,28213
2019,FUSION RISK MANAGEMENT INC,1,0,0,0,54,2630,IL,ROLLING MEADOWS,60008
2019,Q PACIFIC MANUFACTURING CORP,1,0,0,0,33,6735,OR,TUALATIN,97062
2019,SIGMA TECHNOLOGIES INTL LLC,1,0,0,0,32,1802,AZ,TUCSON,85737
2019,CUBUS SOLUTIONS INC,0,0,1,0,54,3262,CA,LIVERMORE,94551
2019,PROSTEP INC,0,0,1,0,54,6820,MI,BIRMINGHAM,48009
2019,EMORY SPECIALTY ASSOCIATES LLC,0,0,1,0,62,8877,GA,ATLANTA,30308
2019,DATA GLOVE INC DBA TRIMAX AMERICAS,3,1,10,3,54,9553,NJ,PRINCETON,08540
2019,FRANK CAI CPA PC,0,0,1,0,54,0294,IL,LISLE,60532
2019,STARR WHITEHOUSE LANDSCAPE ARCHITE,0,0,1,0,99,1710,NY,NEW YORK,10004
2019,APPLAB SYSTEMS INC,0,0,1,0,42,3307,NJ,SOUTH PLAINFIELD,07080
2019,APPLAB SYSTEMS INC,5,17,71,11,54,3307,NJ,SOUTH PLAINFIELD,07080
2019,PALACE GATE CORP,0,0,0,1,54,5792,IL,SKOKIE,60077
2019,PEDIATRIC PHYSICAL THERAPY INC,0,0,1,0,62,9231,OR,GRESHAM,97030
2019,DIAZ REUS & TARG LLP,0,0,1,0,54,9743,FL,MIAMI,33131
2019,INFOSHARE SYSTEMS INC,17,1,43,6,54,1500,CA,MISSION VIEJO,92691
2019,SCANE CORP,0,0,2,0,54,1679,CA,PLEASANTON,94588
2019,BHANINFO INC,0,3,2,0,54,3708,NY,PEARL RIVER,10965
2019,CONNANCE INC,0,0,0,1,54,6591,MA,WALTHAM,02451
2019,LA METROPOLITAN HOME HEALTH INC,0,0,1,0,62,0303,CA,ARTESIA,90701
2019,XCELTRAIT INC,1,2,6,0,54,1730,TX,IRVING,75062
2019,VGAGE LLC,0,0,1,0,33,3739,MI,OAK PARK,48237
2019,ASAHI KASEI PHARMA AMERICA CORP,1,0,2,1,32,5808,MA,WALTHAM,02451
2019,QUIGG ENGINEERING INC,1,0,1,0,54,8431,IL,CHICAGO,60606
2019,FUTURE TODAY INC,1,0,0,0,51,8485,FL,SAINT PETERSBURG,33713
2019,THE JUICE PLUS COMPANY LLC,0,0,1,0,42,9292,TN,COLLIERVILLE,38017
2019,FUSION SOFTWARE SOLUTIONS LLC,2,0,0,0,54,0608,CT,SOUTH WINDSOR,06074
2019,NEXEON TECHNOLOGY BUSINESS SERVICE,0,0,1,0,99,5246,IL,AURORA,60504
2019,SDK TECH CORP,0,0,1,0,54,5370,VA,ASHBURN,20148
2019,SHEA CARR & JEWELL INC,1,0,0,0,54,4444,WA,LACEY,98516
2019,ORTUS SOLUTIONS CORP,1,0,0,0,54,7257,TX,TOMBALL,77375
2019,DW DEVELOPMENT INC,1,0,0,0,56,2931,CA,NEWPORT BEACH,92660
2019,AB OVO INC,0,2,2,2,54,3754,CA,SANTA CLARA,95051
2019,BLUEBAY ASSET MANAGEMENT USA LLC,1,0,1,0,56,5393,CT,STAMFORD,06901
2019,REGIONAL MEDICAL PRACTICE PC,1,0,0,0,62,8729,NY,CORTLAND,13045
2019,ENTHOLPY EMC INC,1,0,0,0,54,1730,CA,FREMONT,94538
2019,CHD EXPERT AMERICAS INC,1,1,0,0,54,4773,IL,CHICAGO,60661
2019,GREAT PLAINS WOMEN S HEALTH CTR PC,1,0,0,0,62,4786,ND,WILLISTON,58801
2019,PROCLIVITY MEDIA INC,0,1,0,0,54,6256,NY,NEW YORK,10011
2019,23ANDME INC,1,0,0,0,62,7271,CA,MOUNTAIN VIEW,94041
2019,23ANDME INC,9,0,6,0,62,7371,CA,MOUNTAIN VIEW,94041
2019,23ANDME INC,0,0,1,0,62,7371,CA,SUNNYVALE,94086
2019,FATHEAD LLC,0,0,1,0,32,8812,MI,DETROIT,48226
2019,HUMAC INC,0,0,1,0,54,0650,AZ,MESA,85207
2019,HUMAC INC,6,2,41,15,54,0650,AZ,PHOENIX,85027
2019,HUMAC INC,0,0,1,0,54,0650,MI,FARMINGTON,48334
2019,SAIANA TECHNOLOGIES INC,0,0,7,1,54,3089,NJ,SOUTH PLAINFIELD,07080
2019,NORTH FOOD GROUP INC DBA EVERSPRIN,0,1,0,0,44,3900,TX,DALLAS,75261
2019,Z Y NI ENGINEERING INC,1,0,0,0,54,4838,CA,ALHAMBRA,91801
2019,GAUGE CONSULTING INC DBA PADA SUSH,0,1,0,0,56,5695,CA,FULLERTON,92831
2019,D3 LLC,3,0,1,0,54,3170,NY,MELVILLE,11747
2019,UNIVERSITY HOSP MEDICAL GROUP INC,4,0,15,0,62,1619,OH,CLEVELAND,44106
2019,TILLARI LLC,0,0,0,1,54,1681,NJ,ISELIN,08830
2019,ATLAS ARC LLC,0,0,1,0,54,4153,TX,FRISCO,75035
2019,QUIRT FAMILY DENTISTRY SC,1,0,0,0,62,5930,IL,EFFINGHAM,62401
2019,ADVANCED MED PROF SOLUTIONS INC,0,0,1,0,62,4142,VA,FALLS CHURCH,22043
2019,ACE PHYSICAL THERAPY & SPORTS MED,0,0,1,0,62,4230,VA,FALLS CHURCH,22043
2019,MARVEL TECHNOLOGIES INC,7,9,13,9,54,4966,MI,NOVI,48375
2019,BILL COM,6,1,20,1,52,5317,CA,PALO ALTO,94303
2019,PRODEA SYSTEMS INC,0,0,1,0,54,5950,TX,RICHARDSON,75080
2019,GI ENDURANT D/B/A GI ENERGY US,1,0,0,0,22,6812,IL,CHICAGO,60601
2019,THE CLIMATE CORP,3,0,24,1,54,7231,CA,SAN FRANCISCO,94103
2019,INSPEC FACILITY GROUP INC,1,1,0,0,54,8121,OR,PORTLAND,97201
2019,ETSY INC,7,1,10,0,45,8921,NY,BROOKLYN,11201
2019,ETSY INC,0,0,2,0,99,8921,NY,BROOKLYN,11201
2019,KAVI ASSOCIATES LLC,0,0,4,0,54,2875,IL,BARRINGTON,60010
2019,BROADGATE INC,2,4,17,5,54,4093,MI,TROY,48084
2019,METROPOLITAN FAMILY HLTH NETWORK I,1,0,0,0,62,4872,NJ,JERSEY CITY,07304
2019,LUCID TECHNOLOGIES INC,0,0,1,0,54,7346,VA,GLEN ALLEN,23059
2019,CHEMDEPO INC,1,0,0,0,99,1685,CA,CAMARILLO,93012
2019,CYSTEMS LOGIC INC,0,0,2,1,54,5510,CA,CHATSWORTH,91311
2019,CM & ASSOCS CONSTRUCTION MGT LLC,1,0,0,0,54,5944,NJ,NEWARK,07102
2019,BRAINSCOPE COMPANY INC,1,0,0,1,99,6707,MD,BETHESDA,20814
2019,GPSHOPPER LLC,3,0,1,0,54,7316,CT,STAMFORD,06902
2019,GPSHOPPER LLC,1,0,0,0,54,7316,CT,STAMFORD,06905
2019,EQUITY DEVELOPMENT GROUP LLC D/B/A,1,0,0,0,23,7590,FL,BOCA RATON,33487
2019,CENTERBRIDGE PARTNERS LP,2,1,2,0,52,0398,NY,NEW YORK,10152
2019,STARR INSURANCE HOLDINGS INC,1,1,2,0,52,4762,NY,NEW YORK,10022
2019,BEAUTY MANUFACTURING SOLUTIONS,0,0,1,0,32,6085,TX,COPPELL,75019
2019,AMAZON WEB SERVICES INC,1,0,0,0,99,8068,WA,SEATTLE,98121
2019,CROSSROADS HEALTH CENTER,0,0,1,0,62,9949,TX,VICTORIA,77901
2019,INTERRA MGMT CO LLC,1,0,0,0,53,1038,TX,HOUSTON,77056
2019,IMAGINE SCHOOL CAMELBACK,0,0,2,0,61,1127,AZ,PHOENIX,85015
2019,ADDTEQ INC,0,0,2,0,54,1367,NJ,PRINCETON,08540
2019,INFOMATICS CORP,2,1,15,0,54,1794,VA,DULLES,20166
2019,INFOMATICS CORP,13,5,30,5,54,1794,VA,STERLING,20166
2019,BIOMECHANIC PHYSICAL THERAPY,1,0,1,0,62,2917,VA,LEESBURG,20176
2019,KIRNLAND FOOD DISTRIBUTION INC,0,0,1,0,42,3364,GA,ATLANTA,30336
2019,RISKTEC SOLUTIONS INC,0,0,1,0,54,3558,TX,HOUSTON,77062
2019,CWC INTERNATIONAL INC,1,0,12,4,54,4324,TX,HOUSTON,77099
2019,NEXBANK SECURITIES INC,1,0,0,0,52,6163,TX,DALLAS,75201
2019,AMAZON WEB SERVICE INC,1,0,0,0,99,8016,WA,SEATTLE,98121
2019,AMAZON WEB SERVICES INC,1,0,0,0,51,8068,CA,SAN JOSE,95121
2019,AMAZON WEB SERVICES INC,0,0,1,0,51,8068,PA,WEXFORD,15090
2019,AMAZON WEB SERVICES INC,0,0,1,0,44,8068,WA,SEATTLE,98121
2019,AMAZON WEB SERVICES INC,43,1,53,0,45,8068,WA,SEATTLE,98121
2019,AMAZON WEB SERVICES INC,0,0,1,0,49,8068,WA,SEATTLE,98121
2019,AMAZON WEB SERVICES INC,372,20,790,42,51,8068,WA,SEATTLE,98121
2019,AMAZON WEB SERVICES INC,1,0,9,0,54,8068,WA,SEATTLE,98121
2019,AMAZON WEB SVCS INC,1,0,0,0,99,8069,WA,SEATTLE,98121
2019,LUCIDUS SOLUTIONS LLC,0,0,1,0,54,8701,MD,PIKESVILLE,21208
2019,TECON SOLUTIONS INC,0,1,1,0,54,9765,MN,EAGAN,55121
2019,SANFORD H PERLISS A PRO LAW CORP,1,0,0,0,54,3049,CA,ALHAMBRA,91801
2019,VIRTUSOFT INC,1,0,5,1,54,3229,MA,NORTH ATTLEBORO,02760
2019,SUNSOFT SERVICES INC,2,3,2,3,54,5991,NJ,JERSEY CITY,07306
2019,CRE8TIVE TECHNOLOGY AND DESIGN,1,0,0,0,54,7243,CA,SAN DIEGO,92123
2019,ACCESS DENTAL MGMT SVCS LLC,3,0,0,0,62,8511,TX,IRVING,75038
2019,PRANAM GLOBALTECH INC,5,0,0,0,23,3804,MI,LIVONIA,48150
2019,GRADIENT EFFECTS LLC,1,0,0,0,51,3806,CA,LOS ANGELES,90045
2019,SPI SOLAR INC,0,2,0,0,22,6638,CA,SANTA CLARA,95054
2019,TIS INTERNATIONAL INC DBA INFINX H,0,0,1,0,54,0172,CA,SAN JOSE,95129
2019,GENERAL CONSULTING SERVICES LLC,0,2,0,0,54,0475,PA,EXTON,19341
2019,EVSTUDIO,1,0,0,0,54,3614,CO,DENVER,80212
2019,ONESTREAM NETWORKS LLC,1,0,0,0,99,3911,NY,ROCHESTER,14606
2019,STAR BEE BEAUTY DISTRIBUTOR INC,0,0,1,0,44,7006,GA,SUWANEE,30024
2019,THE BOSTON KOREAN,0,0,1,0,51,8628,MA,ALLSTON,02134
2019,APTAPHARMA INC,0,0,2,0,42,0367,NJ,PENNSAUKEN,08110
2019,PROSPECT INFOSYS INC,8,6,9,4,54,1179,MO,CHESTERFIELD,63017
2019,ACT ON SOFTWARE INC,0,0,1,0,51,1292,OR,PORTLAND,97204
2019,AMPIRICAL SOLUTIONS LLC,3,0,1,0,54,2117,LA,MANDEVILLE,70471
2019,KOOL SMILES IN 3 PC D/B/A KOOL SMI,1,0,0,0,62,5826,GA,MARIETTA,30067
2019,PARIS BAGUETTE AMERICA INC,0,0,1,0,31,6008,NJ,MOONACHIE,07074
2019,AVERO LLC,0,0,1,0,54,7018,NY,NEW YORK,10003
2019,LCS TECHNOLOGIES INC,0,0,2,0,54,7154,CA,SACRAMENTO,95816
2019,MT GLOBAL FREIGHT SOLUTIONS INC,1,0,0,0,48,8615,TX,GRAPEVINE,76051
2019,TANAKA & ASSOCIATES,1,0,0,0,54,2932,CA,TORRANCE,90502
2019,VERDEJA DE ARMAS & TRUJILLO LLP,1,0,0,0,54,9621,FL,CORAL GABLES,33134
2019,ZETTA MEDICAL TECHNOLOGIES LLC,0,0,1,0,42,1258,IL,LAKE ZURICH,60047
2019,BARA CONSULTING INC,0,0,2,0,54,2961,NJ,EDISON,08817
2019,AGFA HEALTHCARE CORPORATION,3,0,0,0,54,7964,RI,WESTERLY,02891
2019,AGFA HEALTHCARE CORPORATION,0,0,2,0,33,7964,SC,GREENVILLE,29601
2019,PACIFIC MICROCHIP CORP,2,0,1,0,54,8377,CA,CULVER CITY,90230
2019,ECHO GLOBAL LOGISTICS INC,0,0,1,0,48,1120,IL,CHICAGO,60654
2019,AEGIS PROJECT CONTROLS CORP,1,0,0,0,23,1239,MD,SILVER SPRING,20910
2019,AEGIS PROJECT CONTROLS CORP,8,0,1,0,54,1239,MD,SILVER SPRING,20910
2019,PROMETHEUS COMPUTING LLC,5,0,3,0,54,1363,NC,CULLOWHEE,28723
2019,WEN LING CHENG INSURANCE AGENCY IN,0,1,0,0,52,3439,CA,BURLINGAME,94010
2019,AMERICAN WELL CORPORATION,0,0,1,0,51,9396,MA,BOSTON,02109
2019,STAR HOSPITALITY LLC,0,0,1,0,72,6324,MO,NORTH KANSAS CITY,64116
2019,RAVE INFOSYS INC,4,1,1,0,54,7514,FL,CORAL SPRINGS,33065
2019,ABSOMAX INC,0,0,1,1,54,0396,MI,NOVI,48375
2019,REXEL USA INC,1,0,5,0,42,1845,TX,DALLAS,75254
2019,VISION FINANCIAL MARKETS LLC,0,0,1,0,52,5868,CT,STAMFORD,06902
2019,ADDFORCE INC,2,2,0,0,54,6700,CA,CONCORD,94520
2019,DANAL INC,1,0,1,0,54,5575,CA,SAN JOSE,95134
2019,DANAL INC,1,1,1,0,99,5575,CA,SAN JOSE,95134
2019,INTERVENTIONAL PAIN MEDICINE PC,1,0,0,0,62,6218,NY,HOLLIS,11423
2019,TRITECH SVCS INC,0,0,1,0,54,8413,TX,ALLEN,75002
2019,SONENDO INC,0,0,1,0,33,1718,CA,LAGUNA HILLS,92653
2019,XIAO Q TANG DBA BAMBOO MORTGAGE SV,1,0,0,0,52,3222,OR,PORTLAND,97266
2019,VITALIZE LLC,0,0,3,0,55,4297,ID,BOISE,83713
2019,THE DONOHOE COMPANIES INC,0,0,1,0,23,4868,MD,BETHESDA,20814
2019,SYNERGY GLOBAL SYSTEMS INC,1,0,6,4,54,8127,IL,LIBERTYVILLE,60048
2019,SANY AMERICAINC,1,0,0,0,33,8542,GA,PEACHTREE CITY,30269
2019,NY HEARTH CABINET CO INC,0,0,1,0,44,8906,NY,NEW YORK,10001
2019,AVAAZ FOUNDATION,0,0,1,0,81,0267,NY,BROOKLYN,11238
2019,AVAAZ FOUNDATION,0,0,1,0,81,0267,NY,NEW YORK,10003
2019,SQA CONCEPTS INC,0,1,0,0,54,4296,VA,ASHBURN,20147
2019,SQA CONCEPTS INC,4,53,27,13,54,4926,VA,ASHBURN,20147
2019,GP BULLHOUND INC,0,0,1,0,52,4931,CA,SAN FRANCISCO,94111
2019,HAMILTON ENTERPRISES LLC DBA FRANK,2,0,2,0,54,7883,MD,GREENBELT,20770
2019,HAMILTON ENTERPRISES LLC DBA FRANK,1,0,0,0,54,7993,MD,GREENBELT,20770
2019,PERFORM CONSULTING INC,1,1,0,0,54,9018,CA,SANTA MONICA,90405
2019,AZSTAR BUSINESS MANAGEMENT CO INC,1,0,0,0,55,9185,FL,NORTH MIAMI BEACH,33160
2019,AZSTAR BUSINESS MGMT CO INC,1,0,0,0,55,9185,FL,SUNNY ISLES BEACH,33160
2019,CAP DIGISOFT SOLUTIONS INC,2,0,1,0,54,0866,TX,FRISCO,75033
2019,ETELLIGENT GROUP LLC,0,0,1,0,54,3589,NJ,MAHWAH,07495
2019,MIAMI HERALD MEDIA COMPANY,1,0,0,0,51,3905,FL,MIAMI,33172
2019,MCGUFFEY HOME HEALTH CARE LLC,1,0,0,0,62,7416,MI,TROY,48084
2019,SOFTOVA INC,4,4,21,4,54,9923,NJ,PISCATAWAY,08854
2019,THERAPY MANAGEMENT INC,0,0,1,0,62,0743,MI,PLYMOUTH,48170
2019,CANARAS CAPITAL MANAGEMENT,1,0,0,0,52,0760,NY,NEW YORK,10036
2019,ATLAS COPCO RENTAL LLC,1,0,0,0,53,1465,TX,LA PORTE,77571
2019,LAGARDERE TENNIS LLC,0,0,1,0,54,2464,NY,NEW YORK,10022
2019,LAGARDERE SPORTS US LLC,0,0,0,1,54,2742,NY,NEW YORK,10022
2019,LAGARDERE SPORTS US LLC,0,0,1,0,71,2742,NY,NEW YORK,10022
2019,SAVASENIORCARE ADMINISTRATIVE SVCS,0,0,1,0,62,3338,TX,CORPUS CHRISTI,78405
2019,SSC NUECES RETAMA LLC D/B/A RETAMA,0,0,1,0,62,3338,TX,CORPUS CHRISTI,78414
2019,SAVIN TECHNOLOGIES INC,2,3,1,0,54,4279,TX,IRVING,75038
