company,title,location,link,job_posted,description,category,source
Constructive,"Sr. Web Developer (Full-Stack/WP), Social Change Design Agency","New York, New York",https://jobs.github.com/positions/fa15462c-e201-11e8-9ee9-cfbf28397977,2018-11-06 20:25:06+00:00,"Sr. Web Developer (Full-Stack/WP), Digital Agency for Social Change
Constructive, a leading brand experience design & digital design agency that works exclusively with social impact organizations is looking for an outstanding technical expert and creative thinker to join our team as a Sr. Web Developer.
If you’re an experienced technologist who has demonstrated expertise building Wordpress websites that demand a high degree of creative and technical complexity, thrive on being a collaborative problem solver, and believe that the best digital experiences happen when strategy, technology, and design work together, then we’d love to hear from you. And if you care deeply about issues like climate change, social justice, and economic equality—and want to work on interesting projects that make a meaningful positive impact on them—then we think you’ll love working with us and our clients.
A bit about the role
Sr. Web Developers at Constructive need great expertise both in creating powerful back-end publishing systems and in elegant front-end digital experiences. They need to write code that’s semantically sound and adheres to current best practices. They must be proactive thinkers who are always looking to bring new ideas to the table and improve how we work. And they must thrive on working collaboratively in multi-disciplinary teams.
A bit about us
We’re a diverse, close-knit bunch who are serious about having fun producing exceptional work. We play to win—for our clients, for ourselves, and for the world. We’ve got each other’s backs. We have high expectations and the work ethic to match them. And we’re all together in the same open office, so there’s music and a lot of joking mixed-in with being heads-down on work.
A bit about diversity
We believe strongly that diversity is one of our greatest strengths—that the more perspectives we bring to the mix, the better we are as people and the better partner we are for our clients. So, in considering if Constructive is a good fit for you, know that all we care about is that you’re qualified to do the job, share most or all of our values, and want to be here. These are the things we’ll be evaluating for every applicant.
What we need you to do extremely well
We’re looking for a developer who’s eager to play a leading role in Constructive’s digital practice. We’ll need you to have strong demonstrated success having done all or most of the following things for at least 3-5 years—and a passion for doing them extremely well.

Understand the web development landscape, contributing significantly to creating internal technology strategies that align with broader brand strategy.
Collaborate across teams to plan and execute ambitious digital projects.
Develop backend and frontend, taking ownership of your projects from start to finish.
Participate in QA/UAT testing to ensure that what we deliver is what we promised—and that it lives up to our standards.
Document your work to make it easier for other developers, both now and in the future, to work with what you’ve built.
Improve best practices, recommend tools, and build technical frameworks that make our work more efficient, effective, and technically front-of-field.
Contribute to ongoing development and support for existing websites.
Contribute to developing proposals and estimates for projects you will be a lead developer.
Be a team player who has a bias towards listening, takes serious pride in their work, and is always looking for our process and results to be better the next time out.
Have a sense of humor. Seriously, life can be stressful enough these days.

Expertise that’s important in our work
Right now, these are the specific technologies and tasks that are essential to our work (which we always remain open to evaluating and evolving). We’ll need you to have about 5 years of professional experience in most of these things.

Expert-level Wordpress Development (Min 3 years experience)
Expert CSS chops (and SCSS!)
Strong front-end development experience (experience with at least 1 Javascript framework: React, Angular, Vue)
Strong preprocessor experience (Webpack / Gulp)
Strong Git experience
Experience with MySQL
Experience executing third-party integrations (Salesforce, Mailchimp, Blackbaud, Fluxx, Google Maps API, etc.)
Comfortable with D3
Comfortable with AWS
Comfortable with Server Administration & DevOps

What’s in it for you?
We do our best to make sure everyone at Constructive is taken care of with a great mix of salary, benefits and perks, opportunities for professional growth, and a healthy dose of time off. We also always reward individual initiative and outsized contributions to our collective success. Along with your base salary, here are the benefits and perks we have on tap at Constructive for 2018-2019 to add to this:
Benefits & Perks

Health, Dental & Vision Insurance
401K plan with 4% company match
Annual profit sharing bonus+performance bonuses (no less than 10% of company profit split equally by all employees as profit sharing)
2 weeks paid vacation (+1 additional day per year)
Paid vacation between Christmas & New Year's
1/2-day Summer Fridays (Approx 16 days)
1 week paid personal/sick days
Unlimited work-from-home days (within reason!) after 6 months
Monthly employee-voted gift card awards
TransitChek (pay for transit w/ pre-tax $)
Discounted Company Cell Phone Plan
$1K annual professional development stipend
New client bonus (2.5% of largest contract in year 1 for any non-inbound client)
Coffee, healthy snacks, soda
Company lunch every Wednesday
Weekly Happy Hr (every non-summer Friday)
Bi-monthly Company Events (sporting events, bowling, holiday party, etc)
The feeling of satisfaction knowing that your work is helping make the world a better place.

Interested? Great! Then please send an email to titled “Senior Web Developer” to jobs@constructive.co with the following

A resume
A cover letter telling us a bit about you and what excites you about joining our team
Links to your own website, websites you’ve worked on, github, whatever
Desired salary (freelance rate for those interested in consulting with us)

",,GitHub
Cortex Building Intelligence,"Software Engineer, Full Stack (Rails, React)","New York, NY",https://jobs.github.com/positions/36bb2228-e201-11e8-9310-b526bfa5a16e,2018-11-06 20:19:44+00:00,"Company Description
Cortex is a rapidly growing technology startup.  We provide software for Commercial Real Estate buildings that enables operators to run their buildings with significantly more precision.  This is creating substantial financial savings (up to $850k per year per building), while also having a significant sustainability impact (reducing energy use by 5-10% or the equivalent of taking 850 cars off the road).
Job Description
At Cortex, we are as proud of our pristine codebase as we are of our mission to create more sustainable cities. We accomplish this mission by using IoT data, Machine Learning, and modern web development to transform the way large buildings operate.  We are looking for a talented Software Engineer to work collaboratively with us to deliver amazing product experiences across all of our application’s channels including web, mobile, email and push notifications.  The Engineer in this role will have the opportunity to learn from an experienced team while accelerating their career with both guided and autonomous work.
Responsibilities

Creating new software product experiences that assist building operators in efficiently and effectively running their buildings by delivering our high impact Machine Learning recommendations through our web, mobile, email, and push notification channels.
Integrating with third-party APIs to import utility company and building management system data to be used to feed our Machine Learning algorithms.
Working closely with our Customer Success team to support client onboarding and operations.
Taking ownership of our Internal Tooling needs to allow our Customer Success team to scale their operational support of our clients.

Qualifications

4+ years of pragmatic, real-world experience creating, maintaining, testing, and deploying high-quality code to production systems.
Strong understanding of web development technologies, OOP languages, and relational databases.  We use Ruby with Rails, JavaScript with React, and Postgres.
Experience working with standard software engineering tools and practices such as version control, automated testing, and lightweight project management.  We use Git, RSpec, and Clubhouse.
Product-focused.  Have the ability to understand the needs of our users and translate those needs into prioritized product features.
Excellent verbal and written communication skills.  Committed, hard-working, and thoughtful.

Benefits

The usual suspects: Competitive compensation/equity, commuter benefits, and access to Medical, HSA and 401k plans.
Unlimited paid time off.
Your choice of 13” or 15” Macbook Pro.
Work in an environment where clean code, automated testing, constructive code reviews, collaborative whiteboarding, thoughtful design, and easy deployments are considered to be the standard operating procedure.

",,GitHub
Patron Empowerment,Front-end developer Angular,remote,https://jobs.github.com/positions/c8029c4c-e149-11e8-8990-859aa5de6d3c,2018-11-06 18:14:26+00:00,"Join our REBELLION!
Songwriters, singers, bands, and all music creators are tired of not being paid fairly.  We have decided to create our own internet presence which includes songwriter and artist accounts for tracking copyright ownership, websites for artist to promote themselves and sell stuff, and a music and video streaming site that is the best on the planet.  Check it out at rhythmic-rebellion.com and watch our videos at https://rhythmic-rebellion.com/video-list/all  We just started signing music creators and I promise this is the most exciting and fun job you will ever have.  Us music creators are getting ready to kick the big dog’s ass.
Our software development team has over 20 members and growing.  We are well funded and we made the top 20 out of around 2500 entries in the Pepperdine University Most Fundable competition and Rhythmic Rebellion was mentioned on Entrepreneur.com.  Learn more at rhythmic-rebellion.com/investors.  Our are main office is based out of Georgia, USA.
We are looking for Senior and Middle devs.  In a few years we will have over 1000 team members so you have the opportunity for great upward mobility.  We want the best developers on the planet and we are willing to pay them like Rock Stars.
Work remotely.  We promote a positive work environment.  We believe in praise for good work.  We want your input. We want your ideas.  We don’t mind if you play your music loud!
Required Skills:

2 years relevant experience in software development
Strong JavaScript: native skills;
Experience with Angular 2+
Responsive Web Design
Version Control (GIT)
Full English professional proficiency

Helpful skills

Building and Automation tools: webpack/babel etc
Experience with TDD
Ability to lead and manage a team

Also looking for:
Someone that has worked with a music streaming company.
Someone that has work with audio or video software.
This is not just a job, it’s an adventure.  We are creating new ways to entertain fans through digital audio and video.  We have ideas to monetize all these things so that music creators make additional income.  Because the music creators are all on our side, we are going to shake up the music industry.  No more begging audio and video streamers to pay us fairly.  We now have our own company!
Patron Empowerment, LLC owns the Rhythmic Rebellion project which is controlled and ruled by music creators.
Email your resume to jobs@rhythmic-rebellion.com
",,GitHub
Martino Flynn,Digital Developer,"Rochester, NY",https://jobs.github.com/positions/ddf1f0b4-e1e1-11e8-8ffb-59cfab9aa6df,2018-11-06 16:35:10+00:00,"Digital Developer
Candidates for this position should enjoy technology, solving problems, learning, and building things—but also collaborating with teammates in other disciplines. If you have a helpful, upbeat attitude and enjoy a variety of work, you may be our next developer.
Key Responsibilities & Activities:
WordPress, HTML, CSS, PHP Development

Layout and functional development on WordPress sites, including Advanced Custom Fields and
Gravity Forms
Fluency with HTML and CSS methods for responsive design
Test and debug for cross-browser and device capability

Marketing Technology Support

Manage web hosting accounts and triage occasional uptime and security issues
Assist in installing, connecting, and testing Google Analytics and Google Tag Manager tracking codes
Provide technical consulting regarding online technology platforms and wherever web-related tech experience is needed (e.g. helping clients use MailChimp, Formstack, Eventbrite)
Contribute to scoping costs, estimates, and timing for projects and proposals

Key Competencies:

HTML / CSS / JavaScript / jQuery
PHP / MySQL
Photoshop (Basic)
Understanding of good practice in HTML and how to write clean, reusable code
Team Player, collaborator, attention to detail

Additional Useful Competencies:

WordPress theme and plugin development
Familiarity with popular frontend frameworks (e.g. Bootstrap)
SASS
Additional server-side scripting and database development skills
Code and implement email campaigns
Stay abreast of current and upcoming web technologies
Ability to work with other common CMS platforms
Participate in management and maintenance of Martino Flynn online properties (e.g. website, intranet, project and asset management sites or accounts)

To apply, send cover letter (please include notes about a few of your recent projects) and resume to humanresources@martinoflynn.com.
",,GitHub
Rifle Paper Co.,FREELANCE PHP DEVELOPER,Remote,https://jobs.github.com/positions/8c96ec9e-e130-11e8-9bb2-d87985623e61,2018-11-05 19:26:48+00:00,"OVERVIEW
We're looking for a part-time freelance developer to help develop our new online storefront for riflepaperco.com. This developer will have the opportunity to work alongside a world-class, award-winning design team and will report directly to the Development Lead. Most work will be written primarily in PHP. Candidates should have a strong PHP development background with knowledge of Magento 2 or a similar Ecommerce platform. Ideal candidates will also have working familiarity with MySQL, JavaScript, and HTML/CSS. This role is expected to work around 20 hours per week.
RESPONSIBILITIES
Develop, extend, and debug Magento 2 modules based on scope outlines and wireframes
Follow coding standards and best practices for PHP / Magento development
SKILLS & REQUIREMENTS
Experience working with Magento 2 or similar Ecommerce platform
Working knowledge of git via command line
Familiarity with developing ecommerce stores
Experience working with third-party data APIs
Ability to work independently as well as in a team environment
Attention to detail
",,GitHub
REPAY - Realtime Electronic Payments,Software Developer (Data Pipeline) ,"Phoenix, Atlanta, Remote-US Based",https://jobs.github.com/positions/0c5ec774-e124-11e8-9b59-6b693b26fde7,2018-11-05 17:57:31+00:00,"REPAY – Realtime Electronic Payments is an established and fast-growing FinTech company, building niche software that enables businesses to move faster by removing the friction found in the payments processing industry. We offer a comprehensive line of solutions including debit/credit card processing, ACH processing, instant funding, and electronic bill payment systems with full IVR, text, and mobile capabilities.
REPAY is seeking a Software Developer (Data Pipeline) to join our team.  The Software Developer will be working closely with our Data Scientist and Lead Developer.
THIS ROLE CAN BE BASED IN TEMPE, AZ OR REMOTE BASED IN THE U.S.
What you will be doing:

Build scalable and high-performance data pipelines using Python.
Design, build and deploy a data lake to power a BI and reporting platform
Interface with Development teams to ingest and provide data to others
Actively increase knowledge about Amazon Web Services within the entire team.

What you’ll need:

3-5 years’ experience as a Developer
Proficiency in SQL and knowledge of SQL queries
Proficiency in Python
Hands-on experience with one or more of the following Amazon Web Services: Lambda, Kinesis, S3, DynamoDB, Glue, Redshift  or Athena
Able to work within an Agile SDLC (Kanban, Scrum, Etc.)
Familiarity with Continuous Integration/Continuous Delivery
Familiarity with Git

What we’d love you to have:

Experience with Sisense or other BI related tool
Good `understanding of data structures and algorithms
Experience with Docker or other container technologies
Proven experience in building software from initial concept to final delivery.

Why #REPAYrocks:

REPAY has been named by FORTUNE® magazine as one of the Top 50 “Best Small Workplaces in America” for 2017!  http://fortune.com/best-small-workplaces/repay-48/

REPAY was ranked again for the 8th straight year in a row #2164 on the Inc. 5000 List of America’s Fastest Growing Private Companies for 2018!
REPAY has also been certified as a Great Places to Work company for 2017!

Why Join the REPAY Family?

Growing ~ We are the industry-leading, financial-technology provider in the Consumer Finance space and continue to set the standard for application development and delivery.
Awesome Work Environment ~ Business to casual dress, great snacks and beverages, open-air collaborative team setting.
Great teaming and Work-Life-Balance ~ The team is fun, smart, and collaborative. We truly enjoy working together.  We are all self-driven, motivated professionals that do not require micro-management to make sure we honor our work and project commitments.
Leadership Support ~ The founders and leadership team “get” and recognize both individual and team performance.
Difficult Problems to Solve ~ We create highly sophisticated payment processing applications and are constantly pushing the boundaries of what is possible on the web, with mobile, SMS, and IVR applications in support of alternative payment channels. We are working on extensive new product and feature development.
Innovation and Ideas ~ We constantly listen to clients and employees to find the best ideas, and we provide the resources necessary to ensure those priorities are implemented quickly.

DIRECT APPLICANTS ONLY, NO C2C, MUST BE ELIGIBLE TO WORK FOR A US EMPLOYER
",,GitHub
REPAY - Realtime Electronic Payments,Full Stack Developer - Python,"Phoenix, Atlanta, Remote-US Based",https://jobs.github.com/positions/5dad93a8-e11f-11e8-9f88-578950b09034,2018-11-05 17:27:42+00:00,"REPAY – Realtime Electronic Payments is an established and fast growing, Financial Technology company. We build great software that enables businesses to move faster by removing friction in payments processing by offering a comprehensive line of electronic payment solutions including debit and credit card processing, ACH processing, instant funding, and electronic bill payment systems with full IVR, text, and mobile capabilities.
REPAY is looking for an experienced Full Stack Developer (Python) to be part of our Agile and growing software development team in expanding our core payment processing platform and products within the consumer finance industry. Work in a small team, where you will have an immediate and measurable impact on our fast-growing business by helping us reach the next level and stage of growth. Here, we work hard—but we have lots of fun doing it. So, if you like a cool, collaborative, and challenging work environment, you’ll fit right in.
THIS POSITION CAN BE REMOTE (US BASED) OR IN TEMPE, AZ OR ATLANTA, GA
REPAY’s Tech Stack:
Python 3.x
Pyramid
React
React Native
AWS
Redux
Redshift
Docker
Postgres
Interact with the TwilioAPI, SendGrid, and others
You’ll be responsible for:

Building and enhancing our core API, user interfaces, and backend processing systems via new greenfield development and supporting legacy systems
Integrating with existing corporate and partner applications which span multiple languages and frameworks
Developing high performance and reusable software with excellent test coverage
Developing and deploying to cloud-based technology (AWS)
Participate in the design of our core products
Evaluating existing and new technologies and ensuring our applications utilize industry best practices
Supporting the operations team in order to provide the best uptime and service quality
Occasional travel to Tempe, AZ for remote employees

Skills & Requirements:

Experience working with Python (3.x), Django and/or Pyramid
Experience with building highly available systems
Experience working with JavaScript
A track record of success with developing modern APIs
Good understanding of application security

Preferred Skills & Requirements:

Experience working with ReactJS, React-Native
Docker strongly preferred
Good understanding of Payments processing and/or developing Payments products
Familiarity of PCI compliance

Why #REPAYrocks:

Access to online learning platforms like PluralSight, Udemy, AskLynda.
Encourage continuing education including professional conferences and events
Flexible schedule/work from home
Employee bonus program
REPAY has been named by FORTUNE® magazine as one of the Top 50 “Best Small Workplaces in America” for 2017!  http://fortune.com/best-small-workplaces/repay-48/

REPAY was ranked again for the 8th straight year in a row #2164 on the Inc. 5000 List of America’s Fastest Growing Private Companies for 2018!
REPAY has also been certified as a Great Places to Work company for 2017!
Why Join the REPAY Family?
Growing ~ We are the industry-leading, financial-technology provider in the Consumer Finance space and continue to set the standard for application development and delivery.
Awesome Work Environment ~ Business to casual dress, great snacks and beverages, open-air collaborative team setting.
Great teaming and Work-Life-Balance ~ The team is fun, smart, and collaborative. We truly enjoy working together.  We are all self-driven, motivated professionals that do not require micro-management to make sure we honor our work and project commitments.
Leadership Support ~ The founders and leadership team “get” and recognize both individual and team performance.
Difficult Problems to Solve ~ We create highly sophisticated payment processing applications and are constantly pushing the boundaries of what is possible on the web, with mobile, SMS, and IVR applications in support of alternative payment channels. We are working on extensive new product and feature development.
Innovation and Ideas ~ We constantly listen to clients and employees to find the best ideas, and we provide the resources necessary to ensure those priorities are implemented quickly.

DIRECT APPLICANTS ONLY, NO C2C, MUST BE ELIGIBLE TO WORK FOR A US EMPLOYER
",,GitHub
Dock,Blockchain Engineer,Remote,https://jobs.github.com/positions/1431441a-e113-11e8-905d-d8c25d6d076b,2018-11-05 16:34:58+00:00,"Dock is seeking a blockchain engineer who is passionate about technology, loves code, and capable of taking initiative.
You'll work on our core team developing smart contracts, layer 2 scaling, and gateway/SDK components.
The Ideal Candidate should have:

Strong knowledge of distributed systems
Open source contributions
Strong solidity experience
Good understanding of Ethereum clients, e.g., parity, geth, and the tool stack, especially web3py
Python 3.7
Startup experience
Experience working in distributed teams

Big plus:

Cryptography
P2P networking
RDBMS/NOSQL
Golong

Company Benefits:

Competitive salary
Token options
Annual company retreat

",,GitHub
HireSpeak,Senior Software Engineer-Confidential,"Baltimore, MD",https://jobs.github.com/positions/f4e46e80-e116-11e8-8fac-aba5b4c6653c,2018-11-05 16:23:44+00:00,"Position Overview
Extraordinary opportunity that truly achieves professional growth and work/life balance.
Highly competitive compensation and benefits.
Collaborative, collegial team environment.
The Senior Software Engineer (SSE) is a leading advocate for advancing the company’s market proposition of developing quality software whose functionality exceeds customers’ expectations. S/He is a prolific full-stack developer and coding guru that supports the IT Director and the C-Suite with managing the department’s daily operations, executing long and short-term strategic initiatives and software development projects as assigned, within a matrix organizational structure. The SSE:


Plays a pivotal role in assuring that QA best practices and secure coding architecture is woven throughout the fabric of our software development and product life-cycles.


Resolves routine programming problems and clarifies related issues and, when possible, converts them into “teachable moments” for the benefit of staff, management and clients alike.


The SSE stays current and in-sync with the latest industry trends, best practices and new developments. Through professional development, independent learning and research, peer engagements and professional memberships, the SSE continuously expands his/her professional skills. S/He is a departmental evangelist for the acquisition and adoption of leading-edge software development technologies that can help deliver the exceptional advantage to our product design and end-user experiences.


Manages and mentors lower-level programmers and IT team members to ensure the highest quality work product and professional/skill growth.


Assists with fostering the department’s collegial spirit and collaborative environment throughout the company and at points of engagement with the company's external audiences, including, clients and their customers, with whom the department interacts.


Responsibilities
The SSE participates with management and the C-Suite as an active leader/stakeholder in existing and future product development and feature design as well as the management of secure software architecture. In addition to actively authoring new code, under the direction of the IT Director, the SSE also:

Assures optimization of UI design and the overall UX.
Manages QA processes, testing and oversight.
Reviews and approves changes to the codebase.
Leads the design and specification process for new product modules and features.
Reviews, designs and upgrades systems architecture.
Optimizes platform at system, database, and component levels.
Works with other departments and clients to identify and spec future system enhancements.
Assists in the research and analysis of existing systems and programming requirements to develop
solutions and implement programming enhancements/fixes.

Required Skills / Qualifications
The SSE is adept at managing the software development life cycle and infrastructure support services relevant to SaaS development and production environments and is highly proficient in the design and management of software QA testing. S/He is an ""ace"" coder that possesses superior written and verbal communication skills along with the ability to interact with a wide range of internal and external audiences. The SSE is a “master” at identifying, analyzing and articulating both the technical and business case in a manner that promotes deeper understanding of and fosters greater creativity towards implementing optimal solutions to software development, organizational and market challenges. The SSE has:
More than 7 years’ programming experience that includes:

HTML5
CSS3/Sass/Less
SQL
Java
JavaScript (Including Babel/ES5/ES6/npm)
Java EE/JSP/Spring
Drafting moderate to highly complex program specifications

No less than 5 years’ experience that includes:

Code QA and testing
Mobile programming
Responsive Design
Drag and drop design technology
OS production server administration
Version control technology
Web service/RESTful interfaces
AWS, Windows, LINUX, GitHub, Spring, Agile, SCRUM

No Less than 3 years’ experience with three or more of the following:
Maven, Selenium, Jenkins, Prometheus, Grafana, JIRA
",,GitHub
PlayVS,"Software Engineer, Full Stack","Santa Monica, CA",https://jobs.github.com/positions/d5955556-de1b-11e8-97e2-45ff61609ad8,2018-11-01 21:20:36+00:00,"PlayVS is building the infrastructure and official platform for high school esports. We work with game publishers and high school governing bodies to build and operate sanctioned leagues across the country. Our software products tie everything together, creating the world’s first full-stack sports platform. PlayVS is headquartered in Santa Monica, CA and rapidly expanding.
As an engineer, you’ll be expected to do the normal tech startup duties including:


Writing clean, easily-maintainable code. We’re extremely proud of our lack of technical debt and want to keep it that way.


Debugging, documentation, and unit testing. Everyone loves a smooth game day.


Have a natural knack for user experience and pixel-perfect design. You should know CSS like it’s the back of your hand, and be extremely comfortable building modern responsive web apps.


Being flexible about your day-to-day tasks. We do everything from tweaking marketing pages to building the real-time match-play systems and data pipelines. You will wear many hats here.


Improving our internal tooling and engineering process by contributing your knowledge and unique background.


What we’re looking for:


4+ years of technical experience


Interest in gaming or esports, though no prior experience is required
Experience using NodeJS or NoSQL data stores like Redis, RethinkDB or Mongo


Expert developing interfaces using ReactJS


Top-notch CSS skills


Comfortable working with WebSockets


Degree in Computer Science preferred


At PlayVS, we put a heavy emphasis on inclusiveness, diversity, and most importantly, player experience. Our team is small, scrappy, and incredibly talented. The challenges we solve on a daily basis are exciting and relevant. This role is $110K+.  If you are driven by seeing the immediate impact that your code brings, you’ll fit right in here.
",,GitHub
PlayVS,"Software Engineer, Frontend ","Santa Monica, CA",https://jobs.github.com/positions/c65408fa-de19-11e8-844c-e31925c0b958,2018-11-01 21:06:30+00:00,"PlayVS is building the infrastructure and official platform for high school esports. We work with game publishers and high school governing bodies to build and operate sanctioned leagues across the country. Our software products tie everything together, creating the world’s first full-stack sports platform. PlayVS is headquartered in Santa Monica, CA and rapidly expanding.
As an engineer, you’ll be expected to do the normal tech startup duties including:


Writing clean, easily-maintainable code. We’re extremely proud of our lack of technical debt and want to keep it that way.


Debugging, documentation, and unit testing. Everyone loves a smooth game day.


Have a natural knack for user experience and pixel-perfect design. You should know CSS like it’s the back of your hand, and be extremely comfortable building modern responsive web apps.


Being flexible about your day-to-day tasks. We do everything from tweaking marketing pages to building the real-time match-play systems and data pipelines. You will wear many hats here.


Improving our internal tooling and engineering process by contributing your knowledge and unique background.


What we’re looking for:


4+ years of technical experience


Interest in gaming or esports


Expert developing interfaces using ReactJS


Top-notch CSS skills


Comfortable working with WebSockets


Degree in Computer Science preferred


At PlayVS, we put a heavy emphasis on inclusiveness, diversity, and most importantly, player experience. Our team is small, scrappy, and incredibly talented. The challenges we solve on a daily basis are exciting and relevant.  This role is $90k+.  If you are driven by seeing the immediate impact that your code brings, you’ll fit right in here.

",,GitHub
Jane Street,Compiler Engineer,New York & London,https://jobs.github.com/positions/9e8ba450-e72e-11e7-926f-6ce07b7015c8,2018-11-01 13:09:51+00:00,"Jane Street is a proprietary quantitative trading firm, focusing primarily on trading equities and equity derivatives. We use innovative technology, a scientific approach, and a deep understanding of markets to stay successful in our highly competitive field. We operate around the clock and around the globe, employing over 500 people in offices in New York, London and Hong Kong.
The markets in which we trade change rapidly, but our intellectual approach changes faster still. Every day, we have new problems to solve and new theories to test. Our entrepreneurial culture is driven by our talented team of traders and programmers. At Jane Street, we don't come to work wanting to leave. We come to work excited to test new theories, have thought-provoking discussions, and maybe sneak in a game of ping-pong or two. Keeping our culture casual and our employees happy is of paramount importance to us.
As Jane Street grows, the quality of the development tools we use matters more and more.  We increasingly work on the OCaml compiler itself: adding useful language features, fine-tuning the type system and improving the performance of the generated code. Alongside this, we also work on the surrounding toolchain, developing new tools for profiling, debugging, documentation and build automation.
We're looking to hire a developer with experience working on compilers to join us. That experience might be from working on a production compiler in industry or from working on research compilers in an academic setting. No previous experience with OCaml or functional programming languages is required.
We’re looking for candidates for both our London and New York offices. Benefits and compensation are highly competitive.
",,GitHub
Jane Street,Software Developer (Functional Programming),"New York, NY; London, UK; Hong Kong",https://jobs.github.com/positions/0a9333c4-71da-11e0-9ac7-692793c00b45,2018-11-01 13:09:37+00:00,"Software Developer
Jane Street is a proprietary quantitative trading firm, focusing primarily on trading equities and equity derivatives. We use innovative technology, a scientific approach, and a deep understanding of markets to stay successful in our highly competitive field. We operate around the clock and around the globe, employing over 500 people in offices in New York, London and Hong Kong.
The markets in which we trade change rapidly, but our intellectual approach changes faster still. Every day, we have new problems to solve and new theories to test. Our entrepreneurial culture is driven by our talented team of traders and programmers. At Jane Street, we don't come to work wanting to leave. We come to work excited to test new theories, have thought-provoking discussions, and maybe sneak in a game of ping-pong or two. Keeping our culture casual and our employees happy is of paramount importance to us.
We are looking to hire great software developers with an interest in functional programming. OCaml, a statically typed functional programming language with similarities to Haskell, Scheme, Erlang, F# and SML, is our language of choice. We've got the largest team of OCaml developers in any industrial setting, and probably the world's largest OCaml codebase. We use OCaml for running our entire business, supporting everything from research to systems administration to trading systems. If you're interested in seeing how functional programming plays out in the real world, there's no better place.
The atmosphere is informal and intellectual. There is a focus on education, and people learn about software and trading, both through formal classes and on the job. The work is challenging, and you get to see the practical impact of your efforts in quick and dramatic terms. Jane Street is also small enough that people have the freedom to get involved in many different areas of the business. Compensation is highly competitive, and there's a lot of room for growth.
You can learn more about Jane Street and our technology from our main site, janestreet.com. You can also look at a a talk given at CMU about why Jane Street uses functional programming (http://ocaml.janestreet.com/?q=node/61), and our programming blog (http://ocaml.janestreet.com).
We also have extensive benefits, including:

90% book reimbursement for work-related books
90% tuition reimbursement for continuing education
Excellent, zero-premium medical and dental insurance
Free lunch delivered daily from a selection of restaurants
Catered breakfasts and fresh brewed Peet's coffee
An on-site, private gym in New York with towel service
Kitchens fully stocked with a variety of snack choices
Full company 401(k) match up to 6% of salary, vests immediately

More information at http://janestreet.com/culture/benefits/
",,GitHub
Shiftling,Full Stack Developer ,remote,https://jobs.github.com/positions/597d15fc-dda9-11e8-8d8c-9919a5047170,2018-11-01 07:40:23+00:00,"Looking for an awesome full-stack web developer with experience on both Node.js and React technologies.
The role requires a product-focused, self-driven engineer who takes pride in delivering a quality application, and also cares about all the details that will make our users happier.
Required technical skills:
Node.js (ability to build a quality backend application that will power-up all web/mobile clients)
PostgreSQL (use as primary database from the backend application)
React (ability to build a modern web application using the React ecosystem)
CSS (ability to produce a responsive website from given designs)
Git / GitHub (working with git and GitHub flow)
Continuous-Integration (CI) (ability to setup and use any CI platform of choice for automated testing and deployments)
Devops: be familiar with at least one of Heroku, AWS, Google Cloud, Azure.
Nice to have technical skills:
GraphQL (ability to build a GraphQL API on the backend, as well as consume it on the React web client)
Experience on integrating with 3rd party payment APIs
Other required skills:
Fluent in English (both written and verbal)
Experienced on working remotely in a fast-paced environment
Conditions:
Engagement: full-time (40hr / week), long-term
Location: remote, minimum overlap of 4 working hrs with Gulf Standard Time (GST).
Compensation: negotiable, plus stock options
",,GitHub
